rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
41,Michigan St.,B10,23-13,111.62384988840212,31,96.61006084354565,70,0.8403985241241043,41,23,13,11,9,11-9,0.7400160900461598,0.5988988170128702,0.7883688171167952,0.7400160900461598,0.5988988170128702,0.7883688171167952,0.667138295499093,0.7433725504361636,109.28776180139269,97.76590989882263,109.28776180139269,97.76590989882263,110.88197063168609,97.49018592428087,125.3202906422085,108.34309455600366,0.8421153914803641,17,0.0716460512567717,1406.0,1399.0,1339.3375,1.049772742120638,1.044546277543935,0,0.55,2.8753924534544133,28,40,67.59363375255073
42,Washington St.,P12,22-15,107.61875940714867,77,93.14568140898868,29,0.8403651908956126,42,22,15,11,9,11-9,0.6360444513521837,0.46568464545888694,0.6841144562067841,0.6360444513521837,0.46568464545888694,0.6841144562067841,0.7759864667029326,0.8936826709686443,105.59421595110283,99.59570743191296,105.59421595110283,99.59570743191296,106.76873122292291,93.24276595977277,105.21055565599386,97.09795854586548,0.7156118252044126,8,-0.09699319511772364,1370.0,1292.0,1329.9125,1.0301429605331178,0.9714924854078747,0,0.55,-4.037826965742523,119,342,66.24425346535845
43,Iowa St.,B12,22-13,101.74760861982902,184,88.39379919324392,5,0.8345157014924452,43,22,13,7,11,7-11,0.7077709988312535,0.413431564632971,0.8817953825216527,0.7077709988312535,0.413431564632971,0.8817953825216527,0.6338525720319943,0.8488641114155808,107.58424011743804,97.02991898818486,107.58424011743804,97.02991898818486,106.0596486351367,92.45608743390349,115.48458187451506,97.0785145600945,0.8804391046264366,23,0.09311067570881137,1142.0,1221.0,1204.3625,0.9482194937155549,1.0138143623701337,0,0.3888888888888889,2.8200368119303594,29,21,66.30881606746003
44,Dayton,A10,24-11,108.77728977309869,58,94.52468363887948,39,0.8341152239855409,44,24,11,14,4,14-4,0.5575010574490694,0.4947780115972542,0.5737100547575629,0.5575010574490694,0.4947780115972542,0.5737100547575629,0.8060545955306031,0.8010300544417195,103.32687089661847,100.63124753337286,103.32687089661847,100.63124753337286,110.73670680274128,92.10721908554993,121.66495041234963,97.97304300062555,0.9234840120872877,7,-0.0378952112298081,1227.0,1041.0,1132.6000000000001,1.0833480487374183,0.9191241391488609,0,0.7777777777777778,-1.1857464763638994,77,258,63.04913957780448
45,Syracuse,ACC,16-17,116.14111875314389,11,101.36328230808647,153,0.8270830021366635,45,16,17,9,11,9-11,0.697973839989168,0.6044163536326338,0.7378617896290565,0.697973839989168,0.6044163536326338,0.7378617896290565,0.7035080151302732,0.777994477559644,107.76373550496257,98.12381597717193,107.76373550496257,98.12381597717193,114.56792796477548,101.57818070239743,123.20388824781747,111.79560311747332,0.7535128781591124,11,-0.1116240734986983,1493.0,1483.0,1368.7875,1.0907463722455093,1.0834406363295983,0,0.45,-3.7644310960933174,112,348,67.74467474892135
46,Davidson,A10,27-7,115.7877428460933,13,101.11299826591363,148,0.8261351772084413,46,27,7,15,3,15-3,0.5370054411993601,0.4431140538607214,0.5629940668733596,0.5370054411993601,0.4431140538607214,0.5629940668733596,0.8304517728124642,0.8633754292402266,102.19599861452402,99.98644284422149,102.19599861452402,99.98644284422149,116.68327296143289,104.29829952789208,129.9030044508265,112.25631741824331,0.8427770176974673,5,0.051790041236537854,1338.0,1204.0,1181.5249999999999,1.1324347770889318,1.019022026618142,0,0.8333333333333334,2.133645409600307,33,69,64.62808270705142
47,Murray St.,OVC,31-3,110.04310657006721,45,96.21250769433684,61,0.8241320295099815,47,31,3,18,0,18-0,0.4184807952042578,0.4547432955047735,0.3459030191099053,0.4184807952042578,0.4547432955047735,0.3459030191099053,0.871903620402988,0.8263484234732125,101.18513608476,102.83996586077279,101.18513608476,102.83996586077279,109.4965387710299,95.34349963136552,114.53856650606694,97.79858499909419,0.8602078121714729,3,0.10391175498152339,1375.0,1065.0,1194.5749999999998,1.1510369796789655,0.8915304606240715,0,1.0,3.5099941449655896,23,13,66.03879833279352
48,Xavier,BE,23-13,110.90289053964909,36,97.18045028696434,79,0.8203885337766842,48,23,13,8,11,8-11,0.6970963519911068,0.5686083816365962,0.7739000323623269,0.6970963519911068,0.5686083816365962,0.7739000323623269,0.7314132455747133,0.8074823843141345,106.29227254684868,97.56157817490003,106.29227254684868,97.56157817490003,110.00267053720671,99.8879647628428,124.52383023102806,109.12962170005159,0.8201772015962893,14,0.027243460847699685,1366.0,1393.0,1318.5374999999997,1.035996321682167,1.0564735549804236,0,0.42105263157894735,-1.060430183726311,75,107,68.56596927150747
49,Colorado St.,MWC,25-6,111.85427033349256,28,98.09516888059284,95,0.8189834778229175,49,25,6,14,4,14-4,0.6105824069126687,0.4432281395063771,0.6637960322821386,0.6105824069126687,0.4432281395063771,0.6637960322821386,0.7801098242351114,0.8649858467980847,104.51203157141819,99.22015842523639,104.51203157141819,99.22015842523639,111.83619082593964,98.6035968167775,121.76216848985993,102.2146944324379,0.882096392300005,7,0.1374176757760165,1267.0,1188.0,1178.9249999999997,1.0747078906631042,1.0076976906927924,0,0.7777777777777778,4.297908521967048,18,5,65.56199623969954
50,St. John's,BE,17-15,110.19090984324163,43,96.71525001760855,73,0.8175891036002212,50,17,15,8,11,8-11,0.6439279120082767,0.41044496864429303,0.7657570484045173,0.6439279120082767,0.41044496864429303,0.7657570484045173,0.732605089774442,0.8609282221801244,105.31148450438111,98.77297429468499,105.31148450438111,98.77297429468499,109.6407862944522,96.54042940468439,113.20375333687588,100.29042932102597,0.8010498833411659,12,-0.090496607309693,1481.0,1445.0,1422.8249999999998,1.0408869678280885,1.0155851914325376,0,0.42105263157894735,-3.312985675438993,105,333,73.56852174737185
51,Creighton,BE,23-12,104.81394924290117,123,92.13865074583512,19,0.8149140041915257,51,23,12,12,7,12-7,0.7020973765658343,0.5196750727452557,0.7612289542510793,0.7020973765658343,0.5196750727452557,0.7612289542510793,0.7080461985320378,0.8572592346854474,107.03758499798884,97.90942793109281,107.03758499798884,97.90942793109281,102.73592801725391,91.7716418243121,111.9217565858304,97.92152695076021,0.8229970979904898,14,0.07848074803296512,1280.0,1282.0,1309.9,0.9771738300633636,0.9787006641728375,0,0.631578947368421,1.7075055129307177,41,32,66.98758764122077
52,VCU,A10,22-10,100.87670511866745,202,88.94325498961905,7,0.8096681198136878,52,22,10,14,4,14-4,0.6410674495216123,0.6476510350568453,0.6233963254915031,0.6410674495216123,0.6476510350568453,0.6233963254915031,0.7754591373755223,0.7669421031353184,105.83458239508846,99.53622596301972,105.83458239508846,99.53622596301972,103.30642158206386,89.78098832029661,113.62579578102867,96.70976531068465,0.8645674964217207,8,0.03464372151871897,1252.0,1139.0,1240.525,1.0092501158783578,0.9181596501481227,0,0.7777777777777778,0.5046189839138042,52,96,68.54681947762191
53,North Texas,CUSA,25-7,104.60838607520887,128,92.31554283420233,21,0.808087187430392,53,25,7,16,2,16-2,0.49556385986896506,0.5056976738586065,0.47252098182243457,0.49556385986896506,0.5056976738586065,0.47252098182243457,0.8500399843188955,0.8047839013735508,103.79437735894675,102.39001487240037,103.79437735894675,102.39001487240037,106.44024920335417,94.37284938531859,138.47933147587386,124.34789968282317,0.7751868946633516,3,0.025359062352470207,1184.0,1006.0,1083.075,1.0931837592041178,0.9288368764859313,0,0.8888888888888888,0.7211643878138088,49,113,59.16355826973482
54,Utah St.,MWC,18-16,109.16773647401192,56,96.45215868195783,68,0.8059869497884807,54,18,16,8,10,8-10,0.5952846054249533,0.5316967288266856,0.6386781586925173,0.5952846054249533,0.5316967288266856,0.6386781586925173,0.7842439532688106,0.8040273032253218,104.51979563826207,99.3552786221366,104.51979563826207,99.3552786221366,107.96791475559387,96.31319852445777,128.66033725659167,114.3570765235333,0.7949908455384602,9,-0.13417630955942228,1257.0,1176.0,1200.7,1.0468893145665028,0.9794286666111435,0,0.4444444444444444,-4.719310638614552,130,355,66.7020272150094
55,Florida,SEC,20-14,109.81018595393861,46,97.04578076911238,78,0.80550458112214,55,20,14,9,9,9-9,0.6709303579402105,0.4950851828171202,0.7778930092975368,0.6709303579402105,0.4950851828171202,0.7778930092975368,0.7223871315276256,0.8489580016098504,105.82748375165419,97.70407230649349,105.82748375165419,97.70407230649349,111.39869983123157,98.82001659808874,114.96914924908839,104.89862610975257,0.7415802493839383,14,-0.00377719687626088,1216.0,1241.0,1170.6375,1.0387502536011362,1.0601061387491857,0,0.5,-0.9277505649413126,73,184,65.5282245762712
56,SMU,Amer,24-9,107.87363684308397,71,95.4109811805775,45,0.8040526253250184,56,24,9,13,4,13-4,0.6078034081747672,0.48326242171593,0.6879232891379197,0.6078034081747672,0.48326242171593,0.6879232891379197,0.779783866546665,0.8748620010905568,104.4790071436369,99.43313885361293,104.4790071436369,99.43313885361293,108.45279160778867,95.61914845538499,110.50699451624247,95.18459198016424,0.8476772693645529,7,0.06665536063869937,1209.0,1131.0,1167.0624999999998,1.0359342365982973,0.9690997697209877,0,0.7647058823529411,1.8412945392041338,38,45,68.33985245535823
57,West Virginia,B12,16-17,108.55469140478698,64,96.09808411512095,55,0.8024494641073071,57,16,17,4,14,4-14,0.7445648391545047,0.5291615013680444,0.8853747305848311,0.7445648391545047,0.5291615013680444,0.8853747305848311,0.625980161535879,0.8251439719047374,108.18671744498175,95.640384063475,108.18671744498175,95.640384063475,111.25209283930582,97.74329988074135,115.61464308731922,104.60999828119641,0.7595602455031661,19,-0.002460074189552075,1210.0,1327.0,1241.5249999999999,0.9746078411630859,1.068846781176376,0,0.2222222222222222,-1.0928335726611142,76,180,67.94913952992884
58,USC,P12,26-8,108.62469060711422,62,96.18221887643418,59,0.802028909491299,58,26,8,14,6,14-6,0.6333865558179786,0.443020194974169,0.7110187970265089,0.6333865558179786,0.443020194974169,0.7110187970265089,0.7558621089109459,0.8826951349139623,104.87477047190316,98.64824135852795,104.87477047190316,98.64824135852795,110.42731682672957,98.33975718528967,116.75577791162978,100.85317422204363,0.843408964501353,9,0.13730972954707288,1442.0,1383.0,1355.6625,1.0636865739075914,1.0201654172775305,0,0.7,4.0840107117483555,21,6,66.1899315675254
59,Virginia,ACC,21-14,107.37651037572113,79,95.12376584143762,42,0.8011296918943147,59,21,14,12,8,12-8,0.6668052972446267,0.4613645106870027,0.7463976008488346,0.6668052972446267,0.4613645106870027,0.7463976008488346,0.7099239749472024,0.803889641705408,107.42982647526766,99.05753701375447,107.42982647526766,99.05753701375447,111.91830325898243,97.58509424355357,120.80629599559175,104.01007142945268,0.8483293671185557,14,0.020972820719180496,1273.0,1262.0,1196.1999999999998,1.064203310483197,1.0550075238254475,0,0.6,-0.5130029420745243,68,122,59.34751888522463
60,UAB,CUSA,27-8,111.81988598007689,29,99.1175235250798,120,0.8000659149661884,60,27,8,14,4,14-4,0.47499390357022814,0.41076684015902687,0.4638967905821466,0.47499390357022814,0.41076684015902687,0.4638967905821466,0.8512765921855882,0.8703255169083021,101.76916807566721,101.78059508487246,101.76916807566721,101.78059508487246,111.88195841576498,100.38944412296853,129.19091308066294,112.2193337961461,0.8347418300590379,4,0.018107915317101098,1410.0,1224.0,1244.7125,1.1327917089287687,0.9833596111551863,0,0.7777777777777778,-0.10699249830840563,64,134,68.89241663108294
61,Seton Hall,BE,21-11,105.40165823591073,111,93.4465408245327,32,0.7997082302290328,61,21,11,11,8,11-8,0.6800389267044177,0.5039021516378102,0.762833937348981,0.6800389267044177,0.5039021516378102,0.762833937348981,0.7173936374510973,0.8166369800663873,107.195854002753,98.14723264757099,107.195854002753,98.14723264757099,108.42918557204987,95.21537281924527,121.21152331806952,106.54982042032707,0.8149697148791448,14,0.08243528044112347,1350.0,1322.0,1310.6375000000003,1.030033094581835,1.0086694452127303,0,0.5789473684210527,1.9185104616476418,36,30,67.57866440129719
62,Vanderbilt,SEC,19-17,106.69183658824882,89,94.66118375013315,40,0.7983264185473142,62,19,17,7,11,7-11,0.6840397147160806,0.5102781953103315,0.7755397730579268,0.6840397147160806,0.5102781953103315,0.7755397730579268,0.7122594794421617,0.8549443998829682,106.6640912648716,98.14694339697704,106.6640912648716,98.14694339697704,106.51836183966654,96.57292484971377,115.2356803237298,101.74994430705551,0.8071042891820022,15,-0.042979458643321755,1245.0,1296.0,1255.2125,0.9918639274226475,1.0324944979435753,0,0.3888888888888889,-3.0787707695348705,99,269,67.42936904417955
63,Vermont,AE,28-6,109.67803487736532,48,97.32563555209579,84,0.7980412770784251,63,28,6,17,1,17-1,0.34402402042321933,0.4917481804601691,0.2436774241322549,0.34402402042321933,0.4917481804601691,0.2436774241322549,0.9068014811373813,0.8415782263447401,98.99786473355597,105.17366795300956,98.99786473355597,105.17366795300956,113.62907658552099,100.81926248433707,108.70574276518667,102.91446384554965,0.6523951142437567,2,-0.01395509438316711,1425.0,1125.0,1184.7375,1.2027980881840914,0.9495774380400722,0,0.9444444444444444,-0.7755615247835417,71,207,64.83210309914702
64,Mississippi St.,SEC,18-16,107.64226443157146,76,95.56786939889346,48,0.7970943520234651,64,18,16,8,10,8-10,0.6769010427334221,0.5205995238667648,0.7661747887321106,0.6769010427334221,0.5205995238667648,0.7661747887321106,0.71306952130975,0.8365221852784822,106.04076385606461,97.73353085847812,106.04076385606461,97.73353085847812,108.58176637649422,96.70104977666803,118.11409733162837,106.79732178682237,0.7610163489175585,14,-0.04596509111868474,1267.0,1256.0,1237.575,1.0237763367876693,1.0148879865866716,0,0.4444444444444444,-2.4045542406035527,91,276,65.48765353572594
65,Kansas St.,B12,14-17,109.63208428294243,50,97.34995228588687,85,0.7967987131474458,65,14,17,6,12,6-12,0.7170555365193622,0.45651738987043733,0.8860035271972124,0.7170555365193622,0.45651738987043733,0.8860035271972124,0.6293173205403024,0.8235913239363554,106.55810148031358,95.95922834199364,106.55810148031358,95.95922834199364,114.33810329494337,98.43267671947703,130.66098680074705,113.36540303042561,0.836564196469591,17,-0.03228836549877312,1236.0,1297.0,1218.775,1.0141330434247502,1.064183298804127,0,0.3333333333333333,-2.133183085940401,87,245,66.44574881878815
66,Fresno St.,MWC,23-13,105.07258024283811,120,93.504224189002,34,0.7927224570793796,66,23,13,8,9,8-9,0.5318806840603579,0.40509280660274943,0.6583755708908344,0.5318806840603579,0.40509280660274943,0.6583755708908344,0.8183519957127184,0.8719437338172809,102.82568515315263,100.8276343885764,102.82568515315263,100.8276343885764,105.56011218433851,94.66210428709705,100.60720741366833,96.03712542691324,0.6305609821319289,6,-0.06035900888876089,1089.0,1038.0,1067.3,1.0203316780661482,0.9725475498922516,0,0.47058823529411764,-3.9613502563770275,118,298,61.509721237693576
67,Saint Louis,A10,23-12,108.50053656313538,65,96.74734184429704,74,0.7889322045013349,67,23,12,12,6,12-6,0.5763738938364336,0.539792813308407,0.5889345304364018,0.5763738938364336,0.539792813308407,0.5889345304364018,0.8111492901787608,0.8105952637840605,104.39667929533576,100.5025444036138,104.39667929533576,100.5025444036138,110.2222792415426,96.67220429863944,113.40067679158018,109.3344127535286,0.6034679162186714,6,-0.0231116666011576,1348.0,1222.0,1243.85,1.0837319612493468,0.9824335731800459,0,0.6666666666666666,-1.515315753501195,78,223,68.02164524152356
68,Marquette,BE,19-13,107.70026252562121,73,96.55039149300329,69,0.7784747567776976,68,19,13,11,8,11-8,0.711175786220531,0.5944655120334718,0.762755195375532,0.711175786220531,0.5944655120334718,0.762755195375532,0.7014927049151385,0.7645192782140668,107.01896951854488,97.37331636355577,107.01896951854488,97.37331636355577,112.64007757810515,94.93964767157634,119.78157569167847,105.4889307122037,0.8117213925553933,13,0.0693849204659307,1440.0,1358.0,1353.0125,1.0642917194039228,1.0036862187156437,0,0.5789473684210527,0.5426736925596274,51,44,71.18117694809158
69,Tulane,Amer,14-15,110.78340875286938,37,99.38062318025374,123,0.7771489563329468,69,14,15,10,8,10-8,0.6327068379239659,0.48613874824365627,0.6867469337724507,0.6327068379239659,0.48613874824365627,0.6867469337724507,0.7538344335698401,0.8773396428320933,104.51664050102252,97.97906876386529,104.51664050102252,97.97906876386529,114.11715946613575,98.71467380152787,123.22364102288141,110.06525769014655,0.7856103956190283,6,-0.11998156565802615,1337.0,1281.0,1254.7749999999999,1.0655296766352536,1.0209001613835151,0,0.5555555555555556,-5.117086539247545,137,350,67.91626932022655
70,Clemson,ACC,17-16,109.4237352072488,52,98.25091334226329,99,0.7753180861479424,70,17,16,8,12,8-12,0.6783710644159533,0.5285643107217493,0.7522196891294202,0.6783710644159533,0.5285643107217493,0.7522196891294202,0.7361224740523679,0.8501795132834005,107.2003808932621,99.1053643450819,107.2003808932621,99.1053643450819,108.99931605478191,98.83420805092081,112.93347234490057,99.18486846926513,0.816506336377673,9,-0.0480587225093535,1386.0,1401.0,1329.7625,1.0422913866197911,1.0535715964316936,0,0.4,-3.7195539862010927,111,280,66.38502974309908
71,Oregon,P12,20-15,109.64712915405397,49,98.69150299406692,112,0.7704028042381117,71,20,15,11,9,11-9,0.6590196148462224,0.5527092887026543,0.7058896630679931,0.6590196148462224,0.5527092887026543,0.7058896630679931,0.7304457139956844,0.7768559461059279,106.33586310653693,97.85310197746837,106.33586310653693,97.85310197746837,109.2817868676062,97.10469221330808,121.9252624551059,106.93738632469986,0.8188231950018596,10,0.004374234900567098,1452.0,1422.0,1400.3375000000003,1.036892891892133,1.0154694850348573,0,0.55,-2.3878314172379085,90,168,67.6528680088464
72,Furman,SC,22-12,113.64232579290402,20,102.36709799758623,182,0.7688168841896397,72,22,12,12,6,12-6,0.49953605527949774,0.4922935545576479,0.4892846682411245,0.49953605527949774,0.4922935545576479,0.4892846682411245,0.8547906455791439,0.8236375845616053,103.76996462735895,102.95388971481597,103.76996462735895,102.95388971481597,113.8973676965459,99.34695890713715,109.38495618416931,103.90308712670733,0.6436564256226077,2,-0.0744447170457575,1385.0,1175.0,1176.8875,1.1768329598198637,0.9983961933489819,0,0.6666666666666666,-4.480101976693703,125,315,65.02626420901068
73,Wyoming,MWC,25-9,107.85630129077748,72,97.28599472160803,83,0.7660544250380449,73,25,9,13,5,13-5,0.5856575329203709,0.45654981170545744,0.6407273051930835,0.5856575329203709,0.45654981170545744,0.6407273051930835,0.785302429069624,0.8379538452096044,104.34853019433793,100.02494535031377,104.34853019433793,100.02494535031377,109.89962686938593,99.09299814005492,105.10715787983546,98.98467966740151,0.6660060503455482,8,0.11093069749619544,1280.0,1217.0,1201.4875,1.0653460814199067,1.0129110789750206,0,0.7222222222222222,1.928060609529447,35,10,65.77242545393854
74,BYU,WCC,24-11,108.4028830935064,67,97.84470393655218,90,0.7646673486344413,74,24,11,9,6,9-6,0.5867201822912586,0.5622381691553804,0.5996440065893527,0.5867201822912586,0.5622381691553804,0.5996440065893527,0.7747831205832523,0.8178854312131099,105.04004569238127,98.86565066075512,105.04004569238127,98.86565066075512,106.5417571814068,99.54359208437829,118.88309821500549,108.50696002648907,0.740823425891097,8,0.06464373381664856,1094.0,1079.0,1054.6875,1.037274074074074,1.0230518518518519,0,0.6,0.32767387658042846,53,48,67.84442010245763
75,Rutgers,B10,18-14,106.59615314250176,92,96.30878637848423,64,0.7626223287404136,75,18,14,12,8,12-8,0.6685457873029349,0.3497761602423793,0.8057684997564921,0.6685457873029349,0.3497761602423793,0.8057684997564921,0.7075409154059422,0.8877544182531315,107.4713514775483,99.97395073507376,107.4713514775483,99.97395073507376,107.34854678963886,94.93347488189636,121.42122199118364,105.41683490039107,0.8355451408951652,13,0.03803543765815498,1335.0,1326.0,1307.0124999999998,1.0214133376689207,1.0145274050554223,0,0.6,-0.7125833981252104,70,91,64.98550142317195
76,New Mexico St.,WAC,27-7,105.99714658076232,100,96.01515635213686,54,0.757205696609035,76,27,7,13,4,13-4,0.5018141789519434,0.4614943044589628,0.46772420930000447,0.5018141789519434,0.4614943044589628,0.46772420930000447,0.846449753390437,0.8506424896470718,102.25691621838273,100.2329845521809,102.25691621838273,100.2329845521809,104.60786814824945,96.65955190242538,117.67144860458674,97.19477222054144,0.9001204861552969,4,0.09446490235503668,1211.0,1071.0,1159.5749999999998,1.0443481447944292,0.9236142552228188,0,0.7647058823529411,0.7001223683136539,50,20,66.12567227184132
77,Chattanooga,SC,27-8,107.29955690374928,81,97.25487947908512,82,0.7558993679260267,77,27,8,14,4,14-4,0.4970871420090213,0.4586225487351265,0.4907141377464776,0.4970871420090213,0.4586225487351265,0.4907141377464776,0.8532771806289663,0.8480983234852878,104.98887563789017,103.67170825496216,104.98887563789017,103.67170825496216,105.6729884326932,98.22882834241962,104.94393128208495,88.55570383411109,0.8757337978145185,4,0.06455903405847307,1318.0,1197.0,1205.2375,1.0935603978468975,0.9931652475134569,0,0.7777777777777778,0.2021461502234223,55,49,64.61519484381154
78,South Dakota St.,Sum,30-5,114.06830842128934,18,103.47857298605444,209,0.7540774317860179,78,30,5,18,0,18-0,0.4009679329337032,0.5051025330324981,0.3113184096326111,0.4009679329337032,0.5051025330324981,0.3113184096326111,0.887975838504147,0.8263319119806574,102.64767320529398,106.15885253258178,102.64767320529398,106.15885253258178,114.54613315232326,103.40126324747486,111.06891198605729,101.64699032968012,0.7348589091818455,3,0.08619849543901648,1568.0,1289.0,1276.2250000000001,1.228623479402143,1.010009990401379,0,1.0,1.4835270108257368,43,26,69.59618036881126
79,Santa Clara,WCC,21-12,110.63918926109324,39,100.38429480026937,136,0.7537268586205284,79,21,12,10,5,10-5,0.5683937470899945,0.49038500320807205,0.6072086717399563,0.5683937470899945,0.49038500320807205,0.6072086717399563,0.7784142778465998,0.8603711789230938,103.38562828409545,99.27883370513635,103.38562828409545,99.27883370513635,112.1013443344254,102.37385865555409,118.49024718440106,104.9933980779727,0.8007090125147283,10,0.005860466204763992,1190.0,1150.0,1095.4,1.0863611466131093,1.0498448055504837,0,0.6666666666666666,-1.6968320185856003,83,166,70.86260642510844
